Store,Date,Dept,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,week,month,year,day
45,2011-02-18,79,16076.58,0,40.7,3.245,0.0,0.0,0.0,0.0,0.0,183.93713,8.549,2,118221,7,2,2011,18
45,2011-02-25,79,15104.8,0,35.78,3.274,0.0,0.0,0.0,0.0,0.0,184.16257,8.549,2,118221,8,2,2011,25
45,2011-03-04,79,15421.34,0,38.65,3.433,0.0,0.0,0.0,0.0,0.0,184.38799,8.549,2,118221,9,3,2011,4
45,2011-03-11,79,14994.68,0,45.01,3.582,0.0,0.0,0.0,0.0,0.0,184.61342,8.549,2,118221,10,3,2011,11
45,2011-03-18,79,14356.81,0,46.66,3.631,0.0,0.0,0.0,0.0,0.0,184.80972,8.549,2,118221,11,3,2011,18
45,2011-03-25,79,14047.08,0,41.76,3.625,0.0,0.0,0.0,0.0,0.0,184.99437,8.549,2,118221,12,3,2011,25
45,2011-04-01,79,15403.1,0,37.27,3.638,0.0,0.0,0.0,0.0,0.0,185.17902,8.521,2,118221,13,4,2011,1
45,2011-04-08,79,15403.87,0,48.71,3.72,0.0,0.0,0.0,0.0,0.0,185.36366,8.521,2,118221,14,4,2011,8
45,2011-04-15,79,14363.86,0,53.69,3.821,0.0,0.0,0.0,0.0,0.0,185.53398,8.521,2,118221,15,4,2011,15
45,2011-04-22,79,15298.29,0,53.04,3.892,0.0,0.0,0.0,0.0,0.0,185.66847,8.521,2,118221,16,4,2011,22
45,2011-04-29,79,13950.09,0,66.18,3.962,0.0,0.0,0.0,0.0,0.0,185.80295,8.521,2,118221,17,4,2011,29
45,2011-05-06,79,14710.87,0,58.21,4.046,0.0,0.0,0.0,0.0,0.0,185.93744,8.521,2,118221,18,5,2011,6
45,2011-05-13,79,13913.63,0,60.38,4.066,0.0,0.0,0.0,0.0,0.0,186.07193,8.521,2,118221,19,5,2011,13
45,2011-05-20,79,12305.43,0,62.28,4.062,0.0,0.0,0.0,0.0,0.0,185.96611,8.521,2,118221,20,5,2011,20
45,2011-05-27,79,14748.25,0,69.7,3.985,0.0,0.0,0.0,0.0,0.0,185.8603,8.521,2,118221,21,5,2011,27
45,2011-06-03,79,13712.06,0,76.38,3.922,0.0,0.0,0.0,0.0,0.0,185.7545,8.521,2,118221,22,6,2011,3
45,2011-06-10,79,15832.46,0,73.88,3.881,0.0,0.0,0.0,0.0,0.0,185.6487,8.521,2,118221,23,6,2011,10
45,2011-06-17,79,15604.54,0,69.32,3.842,0.0,0.0,0.0,0.0,0.0,185.67194,8.521,2,118221,24,6,2011,17
45,2011-06-24,79,13525.49,0,74.85,3.804,0.0,0.0,0.0,0.0,0.0,185.79196,8.521,2,118221,25,6,2011,24
45,2011-07-01,79,15586.19,0,74.04,3.748,0.0,0.0,0.0,0.0,0.0,185.91199,8.625,2,118221,26,7,2011,1
45,2011-07-08,79,16196.42,0,77.49,3.711,0.0,0.0,0.0,0.0,0.0,186.03201,8.625,2,118221,27,7,2011,8
45,2011-07-15,79,14877.28,0,78.47,3.76,0.0,0.0,0.0,0.0,0.0,186.13998,8.625,2,118221,28,7,2011,15
45,2011-07-22,79,16015.6,0,82.33,3.811,0.0,0.0,0.0,0.0,0.0,186.21779,8.625,2,118221,29,7,2011,22
45,2011-07-29,79,14983.17,0,81.31,3.829,0.0,0.0,0.0,0.0,0.0,186.2956,8.625,2,118221,30,7,2011,29
45,2011-08-05,79,16529.82,0,78.22,3.842,0.0,0.0,0.0,0.0,0.0,186.3734,8.625,2,118221,31,8,2011,5
45,2011-08-12,79,14327.14,0,77.0,3.812,0.0,0.0,0.0,0.0,0.0,186.45122,8.625,2,118221,32,8,2011,12
45,2011-08-19,79,13689.64,0,72.98,3.747,0.0,0.0,0.0,0.0,0.0,186.50931,8.625,2,118221,33,8,2011,19
45,2011-08-26,79,16392.58,0,72.55,3.704,0.0,0.0,0.0,0.0,0.0,186.56412,8.625,2,118221,34,8,2011,26
45,2011-09-02,79,14327.17,0,70.63,3.703,0.0,0.0,0.0,0.0,0.0,186.61893,8.625,2,118221,35,9,2011,2
45,2011-09-09,79,14709.47,1,71.48,3.738,0.0,0.0,0.0,0.0,0.0,186.67374,8.625,2,118221,36,9,2011,9
45,2011-09-16,79,14233.88,0,69.17,3.742,0.0,0.0,0.0,0.0,0.0,186.8024,8.625,2,118221,37,9,2011,16
45,2011-09-23,79,14580.94,0,63.75,3.711,0.0,0.0,0.0,0.0,0.0,187.02953,8.625,2,118221,38,9,2011,23
45,2011-09-30,79,13744.81,0,70.66,3.645,0.0,0.0,0.0,0.0,0.0,187.25667,8.625,2,118221,39,9,2011,30
45,2011-10-07,79,14001.22,0,55.82,3.583,0.0,0.0,0.0,0.0,0.0,187.4838,8.523,2,118221,40,10,2011,7
45,2011-10-14,79,15315.14,0,63.82,3.541,0.0,0.0,0.0,0.0,0.0,187.69174,8.523,2,118221,41,10,2011,14
45,2011-10-21,79,14531.92,0,59.6,3.57,0.0,0.0,0.0,0.0,0.0,187.78462,8.523,2,118221,42,10,2011,21
45,2011-10-28,79,14731.39,0,51.78,3.569,0.0,0.0,0.0,0.0,0.0,187.87749,8.523,2,118221,43,10,2011,28
45,2011-11-04,79,15522.39,0,43.92,3.551,0.0,0.0,0.0,0.0,0.0,187.97037,8.523,2,118221,44,11,2011,4
45,2011-11-11,79,15965.74,0,47.65,3.53,23052.25,5449.62,189.24,3355.69,3864.6,188.06323,8.523,2,118221,45,11,2011,11
45,2011-11-18,79,14395.75,0,51.34,3.53,4240.34,132.96,111.71,270.14,7073.0,188.19836,8.523,2,118221,46,11,2011,18
45,2011-11-25,79,17443.44,1,48.71,3.492,140.87,384.82,26961.99,28.59,1110.12,188.3504,8.523,2,118221,47,11,2011,25
45,2011-12-02,79,15518.08,0,50.19,3.452,6835.61,120.76,802.79,2490.15,17861.5,188.50244,8.523,2,118221,48,12,2011,2
45,2011-12-09,79,16682.59,0,46.57,3.415,6176.69,2.87,379.57,1593.44,10170.5,188.65446,8.523,2,118221,49,12,2011,9
45,2011-12-16,79,15585.2,0,39.93,3.413,4631.26,8.92,801.34,848.33,2757.82,188.79793,8.523,2,118221,50,12,2011,16
45,2011-12-23,79,16971.55,0,42.27,3.389,797.1,89.14,1962.19,17.0,2985.51,188.92998,8.523,2,118221,51,12,2011,23
45,2011-12-30,79,13485.22,1,37.79,3.389,3604.35,43941.56,287.45,357.43,750.01,189.06201,8.523,2,118221,52,12,2011,30
45,2012-01-06,79,13461.13,0,35.88,3.422,7328.14,33378.79,34.6,1198.48,6819.1,189.19406,8.424,2,118221,1,1,2012,6
45,2012-01-13,79,14876.14,0,41.18,3.513,3489.73,11219.72,0.92,489.07,9596.29,189.3261,8.424,2,118221,2,1,2012,13
45,2012-01-20,79,15793.56,0,31.85,3.533,3205.9,4038.51,2.19,488.63,2344.09,189.42148,8.424,2,118221,3,1,2012,20
45,2012-01-27,79,14059.34,0,37.93,3.567,1890.49,2618.49,0.0,139.07,5692.74,189.51685,8.424,2,118221,4,1,2012,27
45,2012-02-03,79,16037.65,0,42.96,3.617,35348.47,4373.64,21.05,38157.91,5908.5,189.61223,8.424,2,118221,5,2,2012,3
45,2012-02-10,79,17230.08,1,37.0,3.64,15760.3,6113.95,5.43,5656.35,4685.58,189.70761,8.424,2,118221,6,2,2012,10
45,2012-02-17,79,16416.34,0,36.85,3.695,8683.43,7421.99,1.76,9084.92,1995.22,189.84248,8.424,2,118221,7,2,2012,17
45,2012-02-24,79,16861.16,0,42.86,3.739,9006.21,5786.94,2.0,4291.22,7626.46,190.00699,8.424,2,118221,8,2,2012,24
45,2012-03-02,79,16821.12,0,41.55,3.816,22832.38,2515.25,4.0,13317.88,2560.48,190.1715,8.424,2,118221,9,3,2012,2
45,2012-03-09,79,15789.95,0,45.52,3.848,11139.34,678.08,1.99,3267.21,4971.47,190.336,8.424,2,118221,10,3,2012,9
45,2012-03-16,79,15480.54,0,50.56,3.862,5811.44,375.7,3.69,3444.05,2706.47,190.4619,8.424,2,118221,11,3,2012,16
45,2012-03-23,79,14065.97,0,59.45,3.9,6296.25,334.42,4.56,873.47,1201.57,190.53632,8.424,2,118221,12,3,2012,23
45,2012-03-30,79,13990.96,0,50.04,3.953,9866.15,206.18,3.25,1815.37,1561.56,190.61075,8.424,2,118221,13,3,2012,30
45,2012-04-06,79,16763.31,0,49.73,3.996,13450.45,0.0,26.59,3363.54,3962.01,190.68517,8.567,2,118221,14,4,2012,6
45,2012-04-13,79,14368.12,0,51.83,4.044,4736.94,6047.12,16.68,1355.11,2246.12,190.7596,8.567,2,118221,15,4,2012,13
45,2012-04-20,79,15943.9,0,63.13,4.027,9210.9,2667.05,6.25,970.33,2568.22,190.8138,8.567,2,118221,16,4,2012,20
45,2012-04-27,79,13491.72,0,53.2,4.004,2872.86,0.03,37.12,74.97,2495.29,190.86801,8.567,2,118221,17,4,2012,27
45,2012-05-04,79,15124.72,0,55.21,3.951,11984.62,0.0,47.52,6150.63,1775.54,190.92221,8.567,2,118221,18,5,2012,4
45,2012-05-11,79,14945.51,0,61.24,3.889,12611.18,0.0,21.36,1667.39,2313.12,190.97641,8.567,2,118221,19,5,2012,11
45,2012-05-18,79,13073.72,0,66.3,3.848,6813.74,0.0,13.86,936.49,2941.55,190.99644,8.567,2,118221,20,5,2012,18
45,2012-05-25,79,15452.39,0,67.21,3.798,5370.39,0.0,361.22,1287.62,2461.81,191.0028,8.567,2,118221,21,5,2012,25
45,2012-06-01,79,14773.21,0,74.48,3.742,10643.62,48.2,201.56,2599.35,1856.97,191.00917,8.567,2,118221,22,6,2012,1
45,2012-06-08,79,15732.65,0,64.3,3.689,8429.61,148.6,76.15,1465.54,7180.97,191.01553,8.567,2,118221,23,6,2012,8
45,2012-06-15,79,16040.47,0,71.93,3.62,8148.19,252.7,90.05,1226.11,2942.39,191.02997,8.567,2,118221,24,6,2012,15
45,2012-06-22,79,14779.92,0,74.22,3.564,5565.31,222.5,1.16,2149.76,7474.76,191.0646,8.567,2,118221,25,6,2012,22
45,2012-06-29,79,14930.32,0,75.22,3.506,3291.36,425.6,0.0,314.88,2255.34,191.09924,8.567,2,118221,26,6,2012,29
45,2012-07-06,79,15209.92,0,82.99,3.475,5878.09,169.0,64.36,2996.47,5477.04,191.13388,8.684,2,118221,27,7,2012,6
45,2012-07-13,79,15400.96,0,79.97,3.523,2978.08,118.9,22.07,1899.54,5181.94,191.16852,8.684,2,118221,28,7,2012,13
45,2012-07-20,79,15006.91,0,78.89,3.567,6682.75,24.24,12.83,2249.85,2288.3,191.16704,8.684,2,118221,29,7,2012,20
45,2012-07-27,79,16273.73,0,77.2,3.647,5753.81,167.95,1.23,9181.48,3156.06,191.16557,8.684,2,118221,30,7,2012,27
45,2012-08-03,79,15922.63,0,76.58,3.654,24853.05,39.56,17.96,11142.69,2768.32,191.1641,8.684,2,118221,31,8,2012,3
45,2012-08-10,79,14982.68,0,78.65,3.722,17868.84,50.6,57.66,2593.93,1890.59,191.16261,8.684,2,118221,32,8,2012,10
45,2012-08-17,79,15134.68,0,75.71,3.807,3657.79,6.0,0.3,1630.5,3794.22,191.22849,8.684,2,118221,33,8,2012,17
45,2012-08-24,79,14506.91,0,72.62,3.834,7936.2,58.38,22.0,5518.07,2291.97,191.34488,8.684,2,118221,34,8,2012,24
45,2012-08-31,79,15166.83,0,75.09,3.867,23641.3,6.0,92.93,6988.31,3992.13,191.46129,8.684,2,118221,35,8,2012,31
45,2012-09-07,79,14539.56,1,75.7,3.911,11024.45,12.8,52.63,1854.77,2055.7,191.57768,8.684,2,118221,36,9,2012,7
45,2012-09-14,79,14044.41,0,67.87,3.948,11407.95,0.0,4.3,3421.72,5268.92,191.69984,8.684,2,118221,37,9,2012,14
45,2012-09-21,79,13932.95,0,65.32,4.038,8452.2,92.28,63.24,2376.38,8670.4,191.8567,8.684,2,118221,38,9,2012,21
45,2012-09-28,79,14552.76,0,64.88,3.997,4556.61,20.64,1.5,1601.01,3288.25,192.01357,8.684,2,118221,39,9,2012,28
45,2012-10-05,79,16162.62,0,64.89,3.985,5046.74,0.0,18.82,2253.43,2340.01,192.17041,8.667,2,118221,40,10,2012,5
45,2012-10-12,79,14059.61,0,54.47,4.0,1956.28,0.0,7.89,599.32,3990.54,192.32727,8.667,2,118221,41,10,2012,12
45,2012-10-19,79,13547.76,0,56.47,3.969,2004.02,0.0,3.18,437.73,1537.49,192.33086,8.667,2,118221,42,10,2012,19
45,2012-10-26,79,14618.6,0,58.85,3.882,4018.91,58.08,100.0,211.94,858.33,192.3089,8.667,2,118221,43,10,2012,26
45,2010-02-26,80,7.21,0,34.89,2.754,0.0,0.0,0.0,0.0,0.0,182.07747,8.992,2,118221,8,2,2010,26
45,2010-03-05,80,3.0,0,37.13,2.777,0.0,0.0,0.0,0.0,0.0,182.12016,8.992,2,118221,9,3,2010,5
45,2010-03-19,80,9.26,0,48.79,2.844,0.0,0.0,0.0,0.0,0.0,182.07799,8.992,2,118221,11,3,2010,19
45,2010-04-09,80,7.02,0,65.45,2.869,0.0,0.0,0.0,0.0,0.0,181.75964,8.899,2,118221,14,4,2010,9
45,2010-04-23,80,86.57,0,53.47,2.902,0.0,0.0,0.0,0.0,0.0,181.67726,8.899,2,118221,16,4,2010,23
45,2010-04-30,80,15.42,0,53.15,2.921,0.0,0.0,0.0,0.0,0.0,181.66203,8.899,2,118221,17,4,2010,30
45,2010-05-07,80,7.87,0,70.75,2.966,0.0,0.0,0.0,0.0,0.0,181.64682,8.899,2,118221,18,5,2010,7
45,2010-05-14,80,12.75,0,54.26,2.982,0.0,0.0,0.0,0.0,0.0,181.66129,8.899,2,118221,19,5,2010,14
45,2010-05-21,80,49.9,0,62.62,2.958,0.0,0.0,0.0,0.0,0.0,181.85385,8.899,2,118221,20,5,2010,21
45,2010-05-28,80,61.29,0,69.27,2.899,0.0,0.0,0.0,0.0,0.0,182.04642,8.899,2,118221,21,5,2010,28
45,2010-06-04,80,35.82,0,75.93,2.847,0.0,0.0,0.0,0.0,0.0,182.23898,8.899,2,118221,22,6,2010,4
45,2010-06-11,80,38.92,0,69.71,2.809,0.0,0.0,0.0,0.0,0.0,182.43156,8.899,2,118221,23,6,2010,11
45,2010-06-18,80,87.74,0,72.62,2.78,0.0,0.0,0.0,0.0,0.0,182.44241,8.899,2,118221,24,6,2010,18
45,2010-06-25,80,7.96,0,79.32,2.808,0.0,0.0,0.0,0.0,0.0,182.3806,8.899,2,118221,25,6,2010,25
45,2010-07-09,80,39.84,0,82.45,2.793,0.0,0.0,0.0,0.0,0.0,182.25696,8.743,2,118221,27,7,2010,9
45,2010-07-16,80,31.46,0,77.84,2.783,0.0,0.0,0.0,0.0,0.0,182.26044,8.743,2,118221,28,7,2010,16
45,2010-07-23,80,47.4,0,81.46,2.771,0.0,0.0,0.0,0.0,0.0,182.35098,8.743,2,118221,29,7,2010,23
45,2010-07-30,80,43.63,0,79.78,2.781,0.0,0.0,0.0,0.0,0.0,182.44154,8.743,2,118221,30,7,2010,30
45,2010-08-06,80,23.25,0,77.17,2.784,0.0,0.0,0.0,0.0,0.0,182.53209,8.743,2,118221,31,8,2010,6
45,2010-08-13,80,8.66,0,78.44,2.805,0.0,0.0,0.0,0.0,0.0,182.62263,8.743,2,118221,32,8,2010,13
45,2010-08-20,80,36.26,0,76.01,2.779,0.0,0.0,0.0,0.0,0.0,182.61652,8.743,2,118221,33,8,2010,20
45,2010-08-27,80,35.91,0,71.36,2.755,0.0,0.0,0.0,0.0,0.0,182.61041,8.743,2,118221,34,8,2010,27
45,2010-09-03,80,36.62,0,78.37,2.715,0.0,0.0,0.0,0.0,0.0,182.6043,8.743,2,118221,35,9,2010,3
45,2010-09-10,80,53.6,1,70.87,2.699,0.0,0.0,0.0,0.0,0.0,182.59818,8.743,2,118221,36,9,2010,10
45,2010-09-17,80,53.68,0,66.55,2.706,0.0,0.0,0.0,0.0,0.0,182.62251,8.743,2,118221,37,9,2010,17
45,2010-09-24,80,27.4,0,68.59,2.713,0.0,0.0,0.0,0.0,0.0,182.66968,8.743,2,118221,38,9,2010,24
45,2010-10-01,80,16.94,0,70.58,2.707,0.0,0.0,0.0,0.0,0.0,182.71684,8.724,2,118221,39,10,2010,1
45,2010-10-08,80,40.68,0,56.49,2.764,0.0,0.0,0.0,0.0,0.0,182.764,8.724,2,118221,40,10,2010,8
45,2010-10-15,80,39.9,0,58.61,2.868,0.0,0.0,0.0,0.0,0.0,182.81062,8.724,2,118221,41,10,2010,15
45,2010-10-29,80,19.95,0,61.3,2.921,0.0,0.0,0.0,0.0,0.0,182.90112,8.724,2,118221,43,10,2010,29
45,2010-11-05,80,14.85,0,45.65,2.917,0.0,0.0,0.0,0.0,0.0,182.94637,8.724,2,118221,44,11,2010,5
45,2010-11-12,80,55.92,0,46.14,2.931,0.0,0.0,0.0,0.0,0.0,182.99161,8.724,2,118221,45,11,2010,12
45,2010-11-19,80,17.4,0,50.02,3.0,0.0,0.0,0.0,0.0,0.0,182.89894,8.724,2,118221,46,11,2010,19
45,2010-11-26,80,26.94,1,46.15,3.039,0.0,0.0,0.0,0.0,0.0,182.78328,8.724,2,118221,47,11,2010,26
45,2010-12-03,80,19.4,0,40.93,3.046,0.0,0.0,0.0,0.0,0.0,182.66762,8.724,2,118221,48,12,2010,3
45,2010-12-10,80,32.32,0,30.54,3.109,0.0,0.0,0.0,0.0,0.0,182.55196,8.724,2,118221,49,12,2010,10
45,2010-12-17,80,4.48,0,30.51,3.14,0.0,0.0,0.0,0.0,0.0,182.51773,8.724,2,118221,50,12,2010,17
45,2010-12-24,80,38.68,0,30.59,3.141,0.0,0.0,0.0,0.0,0.0,182.54459,8.724,2,118221,51,12,2010,24
45,2011-01-21,80,5.0,0,30.55,3.229,0.0,0.0,0.0,0.0,0.0,182.91934,8.549,2,118221,3,1,2011,21
45,2011-03-18,80,364.7,0,46.66,3.631,0.0,0.0,0.0,0.0,0.0,184.80972,8.549,2,118221,11,3,2011,18
45,2011-03-25,80,582.76,0,41.76,3.625,0.0,0.0,0.0,0.0,0.0,184.99437,8.549,2,118221,12,3,2011,25
45,2011-04-01,80,793.63,0,37.27,3.638,0.0,0.0,0.0,0.0,0.0,185.17902,8.521,2,118221,13,4,2011,1
45,2011-04-08,80,700.23,0,48.71,3.72,0.0,0.0,0.0,0.0,0.0,185.36366,8.521,2,118221,14,4,2011,8
45,2011-04-15,80,845.15,0,53.69,3.821,0.0,0.0,0.0,0.0,0.0,185.53398,8.521,2,118221,15,4,2011,15
45,2011-04-22,80,742.99,0,53.04,3.892,0.0,0.0,0.0,0.0,0.0,185.66847,8.521,2,118221,16,4,2011,22
45,2011-04-29,80,1001.27,0,66.18,3.962,0.0,0.0,0.0,0.0,0.0,185.80295,8.521,2,118221,17,4,2011,29
45,2011-05-06,80,972.2,0,58.21,4.046,0.0,0.0,0.0,0.0,0.0,185.93744,8.521,2,118221,18,5,2011,6
45,2011-05-13,80,907.11,0,60.38,4.066,0.0,0.0,0.0,0.0,0.0,186.07193,8.521,2,118221,19,5,2011,13
45,2011-05-20,80,926.3,0,62.28,4.062,0.0,0.0,0.0,0.0,0.0,185.96611,8.521,2,118221,20,5,2011,20
45,2011-05-27,80,715.22,0,69.7,3.985,0.0,0.0,0.0,0.0,0.0,185.8603,8.521,2,118221,21,5,2011,27
45,2011-06-03,80,639.35,0,76.38,3.922,0.0,0.0,0.0,0.0,0.0,185.7545,8.521,2,118221,22,6,2011,3
45,2011-06-10,80,822.71,0,73.88,3.881,0.0,0.0,0.0,0.0,0.0,185.6487,8.521,2,118221,23,6,2011,10
45,2011-06-17,80,901.04,0,69.32,3.842,0.0,0.0,0.0,0.0,0.0,185.67194,8.521,2,118221,24,6,2011,17
45,2011-06-24,80,790.7,0,74.85,3.804,0.0,0.0,0.0,0.0,0.0,185.79196,8.521,2,118221,25,6,2011,24
45,2011-07-01,80,806.66,0,74.04,3.748,0.0,0.0,0.0,0.0,0.0,185.91199,8.625,2,118221,26,7,2011,1
45,2011-07-08,80,850.15,0,77.49,3.711,0.0,0.0,0.0,0.0,0.0,186.03201,8.625,2,118221,27,7,2011,8
45,2011-07-15,80,827.05,0,78.47,3.76,0.0,0.0,0.0,0.0,0.0,186.13998,8.625,2,118221,28,7,2011,15
45,2011-07-22,80,922.29,0,82.33,3.811,0.0,0.0,0.0,0.0,0.0,186.21779,8.625,2,118221,29,7,2011,22
45,2011-07-29,80,902.22,0,81.31,3.829,0.0,0.0,0.0,0.0,0.0,186.2956,8.625,2,118221,30,7,2011,29
45,2011-08-05,80,798.73,0,78.22,3.842,0.0,0.0,0.0,0.0,0.0,186.3734,8.625,2,118221,31,8,2011,5
45,2011-08-12,80,916.98,0,77.0,3.812,0.0,0.0,0.0,0.0,0.0,186.45122,8.625,2,118221,32,8,2011,12
45,2011-08-19,80,710.91,0,72.98,3.747,0.0,0.0,0.0,0.0,0.0,186.50931,8.625,2,118221,33,8,2011,19
45,2011-08-26,80,1120.48,0,72.55,3.704,0.0,0.0,0.0,0.0,0.0,186.56412,8.625,2,118221,34,8,2011,26
45,2011-09-02,80,930.12,0,70.63,3.703,0.0,0.0,0.0,0.0,0.0,186.61893,8.625,2,118221,35,9,2011,2
45,2011-09-09,80,848.98,1,71.48,3.738,0.0,0.0,0.0,0.0,0.0,186.67374,8.625,2,118221,36,9,2011,9
45,2011-09-16,80,895.17,0,69.17,3.742,0.0,0.0,0.0,0.0,0.0,186.8024,8.625,2,118221,37,9,2011,16
45,2011-09-23,80,820.49,0,63.75,3.711,0.0,0.0,0.0,0.0,0.0,187.02953,8.625,2,118221,38,9,2011,23
45,2011-09-30,80,814.82,0,70.66,3.645,0.0,0.0,0.0,0.0,0.0,187.25667,8.625,2,118221,39,9,2011,30
45,2011-10-07,80,820.63,0,55.82,3.583,0.0,0.0,0.0,0.0,0.0,187.4838,8.523,2,118221,40,10,2011,7
45,2011-10-14,80,841.37,0,63.82,3.541,0.0,0.0,0.0,0.0,0.0,187.69174,8.523,2,118221,41,10,2011,14
45,2011-10-21,80,627.82,0,59.6,3.57,0.0,0.0,0.0,0.0,0.0,187.78462,8.523,2,118221,42,10,2011,21
45,2011-10-28,80,631.37,0,51.78,3.569,0.0,0.0,0.0,0.0,0.0,187.87749,8.523,2,118221,43,10,2011,28
45,2011-11-04,80,1086.6,0,43.92,3.551,0.0,0.0,0.0,0.0,0.0,187.97037,8.523,2,118221,44,11,2011,4
45,2011-11-11,80,851.22,0,47.65,3.53,23052.25,5449.62,189.24,3355.69,3864.6,188.06323,8.523,2,118221,45,11,2011,11
45,2011-11-18,80,933.14,0,51.34,3.53,4240.34,132.96,111.71,270.14,7073.0,188.19836,8.523,2,118221,46,11,2011,18
45,2011-11-25,80,815.64,1,48.71,3.492,140.87,384.82,26961.99,28.59,1110.12,188.3504,8.523,2,118221,47,11,2011,25
45,2011-12-02,80,674.49,0,50.19,3.452,6835.61,120.76,802.79,2490.15,17861.5,188.50244,8.523,2,118221,48,12,2011,2
45,2011-12-09,80,936.42,0,46.57,3.415,6176.69,2.87,379.57,1593.44,10170.5,188.65446,8.523,2,118221,49,12,2011,9
